numero_passage,sortie,sortie_choix_libre,sortie_passage_ignore,nombre_de_cases,nombre_de_coches_requises,action,duree,environnement,illustration,carte,description_fin,combat,blessure,objet_acquis,objet_perdu,objet_requis,type_de_stockage,competence_requise,test_aleatoire,code_acquis,code_perdu,code_requis,etat_du_monde_acquis,etat_du_monde_requis,divinite_acquise,divinite_perdue,divinite_requise,resurrection_acquise,resurrection_perdue,benediction_acquise,benediction_perdue,niveau_equipage_modifie,titre_et_honneur_acquis,titre_et_honneur_perdu,sortie_objet_acquis,sortie_objet_perdu,sortie_objet_requis,sortie_test_competence,sortie_test_aleatoire,sortie_code_acquis,sortie_code_requis,sortie_etat_du_monde_acquis,sortie_etat_du_monde_requis,sortie_condition_requise,sortie_classe_requise,sortie_divinite_acquise,sortie_divinite_requise,sortie_benediction_perdue,sortie_benediction_requise,sortie_titre_et_honneur_requis,sortie_niveau_equipage_modifie,sortie_niveau_equipage_requis,sortie_nombre_de_coches_requises,sortie_autre_livre,doute,commentaire
329,400,0,,,,dialoguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,e,0,,,,se faire téléporter,instant (quelques),"dolmen, cité",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Les Richesses du Golnir (217),,
331,627,0,1,1,,"dialoguer, accepter une quête",,,,,,,,,,,,,,Artefact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,74,1,,,,commercer,,port,,,,,,"cargaison (selon achats), charde (selon ventes)","cargaison (selon ventes), charde (selon achats)","cargaison (selon ventes), charde (selon achats)",,,,,,,,,,,,,,,,,,,,charde (15),charde (15),,,,,,,,,,,,,,,,,,,
,155,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"barque, brigantin, galion",,,,,,,,,,,,,,,,,,,
,195,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,e,2,,,,voyager,,rivière,,,,,,poisson creuset,,,,,1d6,,,,,,,,,,,,1 à choix,,,,,,,,,,,,,,,,,,,,,,,Les Richesses du Golnir (99),,
,47,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,123,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,99,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,194,0,,,,"abjurer, dialoguer",,temple,,,,,,,charde (40),charde (40),,,,,,,,,,Lacuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,439,0,,,,"intimider, dialoguer",,navire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,79,2,,,,"tromper, se faire attaquer, fuir",,"tunnel, égout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,296,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,127,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,37,0,1,1,,"pêcher, dialoguer, commander",,navire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
,522,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,604,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,427,0,,,,"explorer, commercer",,maison,,,,,,,charde (25),charde (25),,,,,,,plus de poisons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,100,0,,,,commercer,,rue,,,,,,cendres,charde (15),charde (15),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,239,0,,,,aucune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Exploration, Adresse",,,,,,,,,,,,,,,,,,
,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Exploration, Adresse",,,,,,,,,,,,,,,,,,
341,400,0,,,,écouter,,taverne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,510,0,,,,commercer,,boutique,,,,,,"potion de force, potion de charme, potion d'intellect, potion de divinité, potion de furtivité, potion de la nature, potion de guérison","charde (selon achats), poche d'encre","charde (selon achats), poche d'encre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,154,0,,,,rejoindre un culte,,temple,,,,,,,charde (40),charde (40),,,,,,,,,Alvir et Valmir,,aucune autre divinité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,161,0,,,,assassiner,,palais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Combat, Magie",,,,,,,,,,,,,,,,,,
,216,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Combat, Magie",,Assassin,,,,,,,,,,,,,,,,
345,209,0,,,,"naviguer, inspecter",,"récif, mer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,x,0,,,,"faire naufrage, se noyer",,mer,,,noyade,,1,,"barque, brigantin, galion, cargaison (tout)",,,,,,,,,,,,,,,,,plus d'équipage,,,,,,,2d6,,,,,total supérieur au Niveau du personnage,,,,,,,,,,,,
,453,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2d6,,,,,total inférieur ou égal au Niveau du personnage,,,,,,,,,,,,
347,400,2,,,,"voyager, observer",,route,,,,,1,charde (10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,474,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,387,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,47,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,602,2,,,,"nager, empoisonner, dérober, fuir",,sous l'eau,,,,,,filet d'or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,166,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,400,0,,,,,,cité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,100,0,,,,"ressusciter, dialoguer",,temple,,,,,,,"charde (tout), objet (tout)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,662,2,,,,dialoguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,565,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,308,0,,,,incanter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,474,0,,,,"se faire attaquer, fuir",,,,,,,1,,,,,,1d6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,378,0,,,,incanter,,,,,,,,,,,,,,,Apaisement,,malédiction de Tyrnai levée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,46,0,,,,investir,,,,,,,,charde (selon investissements),charde (selon investissements),,,,2d6,,,"Almanach, Brosse, Éthérée",,,,,Trois Fortunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,47,0,,,,"visiter, valider une quête, accepter une quête",,forêt,,,,,,bâton de saule,bâton de chêne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,23,2,,,,observer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,541,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,645,0,,,,"visiter, commercer",,"forêt, cité","""La cité à été construite dans les branches de plusieurs chênes géants. Des échelles parcourent les troncs d'arbres en direction des maisons perchées à l'image de nids.""",,,,,"armure de cuir, arme, baguette d'ambre, baguette d'ébène, insigne sacré en argent, boussole en or, corde, lanterne, charde (selon ventes)","armure de cuir, broigne, arme, baguette d'ambre, baguette d'ébène, baguette de cobalt, mandoline, insigne sacré en argent, boussole en or, corde, lanterne, pépite d'argent, charde (selon achats), flûte en argent","armure de cuir, broigne, arme, baguette d'ambre, baguette d'ébène, baguette de cobalt, mandoline, insigne sacré en argent, boussole en or, corde, lanterne, pépite d'argent, charde (selon achats), flûte en argent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voyageur,,,,,,,,,,,
,678,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,10,0,,,,commercer,,,,,,,,lanterne (3),charde (150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,100,0,,,,"pister, écouter",,taverne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,55,0,1,1,,"inspecter, tomber dans un piège, se faire assommer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
,508,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,16,0,,,,"nager, observer, se cacher",seconde (quelques),"caverne, île, lac",Une image représente un empilement de trésors divers dans une caverne partiellement innondée.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adresse,,,,,,,,,,,,,,,,,,
,274,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adresse,,,,,,,,,,,,,,,,,,
363,x,0,,,,"piller, se faire maudire",,cabane,,,Transformation en centaure des mers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,e,0,,,,"dialoguer, commander",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charisme,,,,,,,,,,,,,,,,Par-delà la mer de sang noir (66),,
,85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charisme,,,,,,,,,,,,,,,,,,
365,658,0,,,,"libérer, observer, se faire bénir",,montagne,,,,,,,,,,,,Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Par-delà la mer de sang noir (66),,
366,e,0,,,,"dialoguer, commander",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charisme,,,,,,,,,,,,,,,,,,
,439,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charisme,,,,,,,,,,,,,,,,,,
367,400,0,,,,observer,,"temple, cité",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,141,0,,,,rejoindre un culte,,,,,,,,,charde (50),charde (50),,,,,,,,,Maka,,aucune autre divinité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,612,0,1,,,visiter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,défense de sanglier,,,,,,,,,,,,,,,,,,,
,618,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,334,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,52,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,195,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,276,0,,,,"se réveiller, dialoguer",,,,,,,,,"armure utilisée lors du duel, arme utilisée lors du duel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,x,0,,,,"combattre, démasquer",,,,,combat fatal contre des bandits,"premier bandit, second bandit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,422,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,10,0,,,,naviguer,,mer,,,,,,,charde (10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,526,0,,,,se faire bénir,,,,,,,,,charde (25),charde (25),,,,,,,,,,,Tyrnai,,,Tyrnai,,,,,,,,,,,,,,,,,,,,,,,,,,
374,232,0,,,,"incanter, explorer",,"chemin, caverne",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,344,2,,,,dialoguer,,bureau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,x,0,,,,"se libérer, se faire capturer, mourir",,tunnel,,,Exécution pour fuite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,250,2,,,,voyager,,route,,,,,,épée,,,,,,,,,,,,,,,,,1 à choix,,,,,,,,,,,,,,,,,,,,,,,,,
,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,175,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,593,0,,,,observer,,bassin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apaisement,,,,,,,,,,,,,,,
,556,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flacon de poudre jaune,,,,"ne pas avoir le code ""Apaisement""",,,,,,,,,,,,,,,
,598,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,510,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,100,0,,,,voler,,,,,,,,charde (100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,564,0,,,,"dialoguer, valider une quête, gagner un niveau",,,,,,,,charde (300),cotte de mailles dorée de Tyrnai,,,,,,,,arts secrets de Sig appris,,,,,,,,,,,,,,,,,,,,malédiction de Tyrnai,,,,,,,,,,,,,
,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,308,0,,,,"fuir, combattre",,tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,135,0,,,,dialoguer,,fleuve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,585,0,,,,pister,,campagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exploration,,,,,,,,,,,,,,,,,,
,263,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exploration,,,,,,,,,,,,,,,,,,
384,10,0,,,,"dialoguer, valider une quête",,,,,,,,charde (450),amulette de cuivre,,,,,Acide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,167,0,,,,"assassiner, butiner, manipuler, fuir",,fort,,,,,,anneau royal,,,,,,,,,,,,,,,,,,,,,,,,Exploration,,,,,,,,,,,,,,,,,,
,230,0,,,,,,,,,,,,,,,,,,Arche,,,,,,,,,,,,,,,,,,Exploration,,,,,,,,,,,,,,,,,,
386,10,0,,,,"fouiller, se faire trahir, fuir",,,,,,,,,,,,,,Abandonné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,666,1,,,,"voyager, se reposer",jour (selon achats),"route, taverne",,,,,,,charde (selon achats),charde (selon achats),,,,,,,,,,,,,,,,,,,,charde (3),charde (3),,,,,,,,,,,,,,,,,,,
,558,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,347,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,47,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,135,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,316,0,,,,,,,,,,,,,charde (25),charde (25),,,,,,,,,,,Elnir,,,Elnir,,,,,,,,,,,,,,,,,,,,,,,,,,
389,x,0,,,,"combattre, commander",,,,,dévoration par de jeunes ker'ilks,ker'ilk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,519,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,560,2,,,,"observer, camper",nuit (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,558,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,250,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,99,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,358,0,,,,dialoguer,,,,,,,,,,,,,,Api,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,10,0,,,,"prier, bénir, lever une malédiction, dialoguer",,,,,,,,,,,,,,Azur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,x,0,,,,combattre,,,,,combat fatal contre un voyou,voyou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,476,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,420,0,,,,"combattre, dialoguer",,mer,,,,,,"charde (50), médaillon d'argent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,400,0,,,,"fuir, se cacher",,"temple, rue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,100,0,,,,"visiter, commercer",,marché,,,,,,"armure de cuir, broigne, cotte de maille, armure d'éclisse, arme, baguette d'ambre, mandoline, outils de crochetage, insigne sacré, boussole, corde, lanterne, matériel d'escalade, mort-aux-rats, charde (selon ventes)","armure de cuir, broigne, cotte de maille, armure d'éclisse, armure de plates, armure lourde, arme, baguette d'ambre, baguette d'ébène, baguette de cobalt, mandoline, outils de crochetage, insigne sacré, boussole, corde, lanterne, matériel d'escalade, sac de perles, mort-aux-rats, pépite d'argent, charde (selon achats), flûte en argent","armure de cuir, broigne, cotte de maille, armure d'éclisse, armure de plates, armure lourde, arme, baguette d'ambre, baguette d'ébène, baguette de cobalt, mandoline, outils de crochetage, insigne sacré, boussole, corde, lanterne, matériel d'escalade, sac de perles, mort-aux-rats, pépite d'argent, charde (selon achats), flûte en argent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,90,0,,,,"naviguer, faire l'inventaire",,"navire, mer",,,,,,,cargaison (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passage identiques aux 67 et 70
398,225,0,1,1,,"observer, pister",,"tertre, caverne",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
,463,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apache,,,,,,,,,,,,,,,
,577,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Magie, Exploration",,,,,,,,,,,,,,,,,,
,486,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Magie, Exploration",,,,,,,,,,,,,,,,,,
399,385,0,,,,"combattre, accepter une quête",,montagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Combat, Adresse",,,,,,,,,,,,,,,,,,
,581,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Combat, Adresse",,,,,,,,,,,,,,,,,,
,474,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appât,,,,,,,,,,,,,,,,
400,418,0,1,,,visiter,,cité,,"""Caran Baru""",,,,,charde (200),charde (200),,,,,,,maison à Caran Baru,,,,,,,,,,,,,,,,,Bernacle,,,,,,,,,,,,,,,,
,215,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,112,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,473,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,282,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,615,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,86,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,177,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,184,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,201,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,110,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,60,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,458,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,474,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,347,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,439,0,,,,"se faire extorquer de l'argent, dialoguer",,navire,,,,,,,charde (60),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,439,0,,,,naviguer,,"navire, mer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,229,0,1,1,,"validuer une quête, dialoguer, s'entraîner",,,,,,,,,tête d'Amcha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,10,0,,,,"démasquer, dialoguer",,,,,,,,charde (20),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,122,2,,,,visiter,,banque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,46,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,355,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,605,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,492,2,,,,"observer, attendre",journée (1),tertre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,449,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adresse,,,,,,,,,,,,,,,,,,
,139,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adresse,,,,,,,,,,,,,,,,,,
407,10,0,,,,"se cacher, se déguiser, fuir",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,507,0,,,,dialoguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,71,0,,1,,rejoindre un culte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Piété,,,,,,,,Nagil,,,,,,,,,,
,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Piété,,,,,,,,,,,,,,,,,,
410,678,2,,,,dialoguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,570,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,220,0,,,,"dialoguer, accepter une quête",,,,,,,,,,,,,,Ancre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,10,2,,,,voyager,,route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,250,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,507,0,,,,"résister à un sort, dialoguer, se réveiller",,,,,,,,flûte en argent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,427,0,,,,"valider une quête, dialoguer, observer",,,,,,,,"cotte de maille, épée",,,,,,Arnaqueur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,x,0,,,,mourir,,,,,épuisement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,e,1,,,,"dialoguer, commander",,"navire, mer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charisme,,,,,,niveau supérieur ou égal à 4,,,,,,,,,,Par-delà la mer de sang noir (77),,
,e,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charisme,,,,,,niveau supérieur ou égal à 4,,,,,,,,,,Par-delà la mer de sang noir (66),,
,559,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charisme,,,,,,niveau inférieur à 4,,,,,,,,,,,,
417,276,0,,,,"dialoguer, butiner",,château,,,,,,bouclier au dragon noir,,,,,,,Arme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,117,2,,,,écouter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,400,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,553,0,,,,pister,,cimetière,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charisme,,,,,,,,,,,,,,,,,,
,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charisme,,,,,,,,,,,,,,,,,,
420,e,2,,,,"naviguer, observer",,"mer, côte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Les Richesses du Golnir (119),,
,142,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,120,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,502,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,365,0,,,,"combattre, prier",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
